46,406.0
13,373.0
33,393.0
68,428.0
61,421.0
12,372.0
36,396.0
68,428.0
16,376.0
79,439.0
20,380.0
26,386.0
64,424.0
0,360.0
20,380.0
68,428.0
98,458.0
45,405.0
51,411.0
71,431.0
45,405.0
4,364.0
22,382.0
75,435.0
35,395.0
14,374.0
63,423.0
6,366.0
83,443.0
48,408.0
39,399.0
47,407.0
28,388.0
66,426.0
52,412.0
6,366.0
68,428.0
56,416.0
89,449.0
38,398.0
27,387.0
93,453.0
31,391.0
62,422.0
45,405.0
68,428.0
41,401.0
62,422.0
58,418.0
79,439.0
93,453.0
11,371.0
9,369.0
82,442.0
93,453.0
25,385.0
25,385.0
21,381.0
17,377.0
30,390.0
19,379.0
83,443.0
48,408.0
31,391.0
11,371.0
78,438.0
46,406.0
10,370.0
34,394.0
0,360.0
26,386.0
78,438.0
76,436.0
0,360.0
55,415.0
19,379.0
95,455.0
98,458.0
76,436.0
96,456.0
54,414.0
45,405.0
1,361.0
0,360.0
86,446.0
48,408.0
60,420.0
20,380.0
97,457.0
63,423.0
92,452.0
46,406.0
40,400.0
0,360.0
76,436.0
75,435.0
76,436.0
73,433.0
77,437.0
42,402.0
10,370.0
64,424.0
83,443.0
37,397.0
75,435.0
25,385.0
4,364.0
74,434.0
17,377.0
84,444.0
11,371.0
9,369.0
41,401.0
11,371.0
23,383.0
21,381.0
82,442.0
15,375.0
50,410.0
43,403.0
8,368.0
92,452.0
19,379.0
23,383.0
30,390.0
2,362.0
96,456.0
100,460.0
42,402.0
2,362.0
27,387.0
81,441.0
37,397.0
59,419.0
24,384.0
6,366.0
91,451.0
11,371.0
74,434.0
44,404.0
78,438.0
74,434.0
7,367.0
12,372.0
63,423.0
14,374.0
24,384.0
89,449.0
1,361.0
77,437.0
62,422.0
75,435.0
10,370.0
7,367.0
83,443.0
1,361.0
73,433.0
90,450.0
77,437.0
58,418.0
83,443.0
33,393.0
83,443.0
87,447.0
42,402.0
53,413.0
55,415.0
89,449.0
98,458.0
57,417.0
16,376.0
49,409.0
95,455.0
94,454.0
48,408.0
73,433.0
95,455.0
8,368.0
59,419.0
84,444.0
62,422.0
68,428.0
7,367.0
93,453.0
91,451.0
18,378.0
18,378.0
99,459.0
18,378.0
50,410.0
8,368.0
97,457.0
46,406.0
19,379.0
89,449.0
45,405.0
91,451.0
59,419.0
68,428.0
35,395.0
7,367.0
69,429.0
31,391.0
53,413.0
30,390.0
21,381.0
33,393.0
21,381.0
35,395.0
10,370.0
21,381.0
96,456.0
25,385.0
44,404.0
24,384.0
71,431.0
41,401.0
72,432.0
32,392.0
43,403.0
71,431.0
21,381.0
51,411.0
87,447.0
10,370.0
92,452.0
28,388.0
65,425.0
85,445.0
63,423.0
69,429.0
71,431.0
2,362.0
12,372.0
86,446.0
95,455.0
42,402.0
88,448.0
100,460.0
0,360.0
79,439.0
41,401.0
90,450.0
50,410.0
78,438.0
46,406.0
29,389.0
15,375.0
85,445.0
75,435.0
33,393.0
65,425.0
18,378.0
65,425.0
20,380.0
91,451.0
8,368.0
0,360.0
63,423.0
71,431.0
37,397.0
39,399.0
56,416.0
96,456.0
50,410.0
16,376.0
49,409.0
19,379.0
41,401.0
42,402.0
53,413.0
23,383.0
97,457.0
65,425.0
40,400.0
21,381.0
50,410.0
95,455.0
49,409.0
3,363.0
84,444.0
50,410.0
68,428.0
49,409.0
84,444.0
95,455.0
71,431.0
10,370.0
78,438.0
70,430.0
37,397.0
76,436.0
32,392.0
24,384.0
66,426.0
20,380.0
29,389.0
72,432.0
65,425.0
60,420.0
41,401.0
36,396.0
29,389.0
98,458.0
72,432.0
41,401.0
25,385.0
17,377.0
23,383.0
39,399.0
35,395.0
39,399.0
44,404.0
44,404.0
96,456.0
34,394.0
47,407.0
67,427.0
47,407.0
75,435.0
14,374.0
17,377.0
42,402.0
65,425.0
70,430.0
72,432.0
17,377.0
67,427.0
100,460.0
38,398.0
76,436.0
60,420.0
1,361.0
54,414.0
63,423.0
52,412.0
94,454.0
57,417.0
31,391.0
82,442.0
10,370.0
63,423.0
30,390.0
68,428.0
96,456.0
96,456.0
36,396.0
92,452.0
82,442.0
98,458.0
38,398.0
100,460.0
74,434.0
86,446.0
60,420.0
70,430.0
88,448.0
6,366.0
6,366.0
28,388.0
60,420.0
42,402.0
71,431.0
82,442.0
85,445.0
46,406.0
61,421.0
46,406.0
17,377.0
67,427.0
16,376.0
6,366.0
80,440.0
28,388.0
52,412.0
84,444.0
1,361.0
51,411.0
20,380.0
24,384.0
29,389.0
7,367.0
97,457.0
48,408.0
23,383.0
4,364.0
83,443.0
72,432.0
12,372.0
58,418.0
5,365.0
40,400.0
28,388.0
82,442.0
42,402.0
41,401.0
80,440.0
9,369.0
83,443.0
34,394.0
77,437.0
95,455.0
18,378.0
25,385.0
58,418.0
47,407.0
17,377.0
14,374.0
95,455.0
12,372.0
84,444.0
77,437.0
61,421.0
38,398.0
40,400.0
1,361.0
56,416.0
38,398.0
54,414.0
69,429.0
55,415.0
32,392.0
62,422.0
47,407.0
79,439.0
32,392.0
55,415.0
7,367.0
38,398.0
7,367.0
83,443.0
52,412.0
19,379.0
51,411.0
20,380.0
6,366.0
44,404.0
23,383.0
9,369.0
18,378.0
29,389.0
95,455.0
99,459.0
57,417.0
76,436.0
56,416.0
5,365.0
35,395.0
25,385.0
35,395.0
80,440.0
54,414.0
58,418.0
89,449.0
40,400.0
70,430.0
2,362.0
0,360.0
68,428.0
55,415.0
90,450.0
43,403.0
82,442.0
97,457.0
11,371.0
85,445.0
91,451.0
22,382.0
51,411.0
97,457.0
75,435.0
42,402.0
70,430.0
42,402.0
25,385.0
26,386.0
34,394.0
3,363.0
99,459.0
69,429.0
59,419.0
95,455.0
58,418.0
4,364.0
90,450.0
12,372.0
27,387.0
80,440.0
7,367.0
56,416.0
7,367.0
18,378.0
28,388.0
12,372.0
14,374.0
35,395.0
42,402.0
100,460.0
61,421.0
64,424.0
80,440.0
34,394.0
48,408.0
42,402.0
74,434.0
81,441.0
58,418.0
25,385.0
100,460.0
7,367.0
34,394.0
20,380.0
50,410.0
31,391.0
62,422.0
95,455.0
58,418.0
44,404.0
66,426.0
35,395.0
80,440.0
75,435.0
92,452.0
61,421.0
20,380.0
75,435.0
100,460.0
38,398.0
45,405.0
60,420.0
67,427.0
56,416.0
64,424.0
57,417.0
8,368.0
72,432.0
100,460.0
87,447.0
78,438.0
29,389.0
9,369.0
34,394.0
52,412.0
56,416.0
51,411.0
37,397.0
0,360.0
69,429.0
58,418.0
7,367.0
55,415.0
22,382.0
96,456.0
53,413.0
70,430.0
84,444.0
70,430.0
6,366.0
12,372.0
78,438.0
13,373.0
42,402.0
93,453.0
24,384.0
99,459.0
55,415.0
68,428.0
38,398.0
75,435.0
81,441.0
31,391.0
22,382.0
54,414.0
6,366.0
28,388.0
89,449.0
10,370.0
2,362.0
4,364.0
6,366.0
73,433.0
61,421.0
62,422.0
17,377.0
58,418.0
16,376.0
26,386.0
19,379.0
53,413.0
79,439.0
90,450.0
6,366.0
72,432.0
69,429.0
47,407.0
11,371.0
90,450.0
72,432.0
88,448.0
22,382.0
94,454.0
98,458.0
58,418.0
73,433.0
88,448.0
1,361.0
62,422.0
99,459.0
84,444.0
31,391.0
58,418.0
52,412.0
99,459.0
80,440.0
15,375.0
19,379.0
63,423.0
48,408.0
61,421.0
32,392.0
53,413.0
8,368.0
63,423.0
35,395.0
31,391.0
89,449.0
92,452.0
68,428.0
22,382.0
17,377.0
30,390.0
20,380.0
54,414.0
59,419.0
70,430.0
51,411.0
68,428.0
19,379.0
1,361.0
90,450.0
15,375.0
68,428.0
40,400.0
23,383.0
74,434.0
35,395.0
78,438.0
70,430.0
39,399.0
15,375.0
57,417.0
73,433.0
3,363.0
22,382.0
15,375.0
29,389.0
48,408.0
55,415.0
64,424.0
29,389.0
40,400.0
67,427.0
90,450.0
57,417.0
13,373.0
89,449.0
50,410.0
75,435.0
41,401.0
35,395.0
52,412.0
12,372.0
100,460.0
73,433.0
78,438.0
60,420.0
6,366.0
26,386.0
33,393.0
24,384.0
57,417.0
4,364.0
17,377.0
62,422.0
42,402.0
92,452.0
76,436.0
84,444.0
9,369.0
10,370.0
82,442.0
100,460.0
4,364.0
38,398.0
82,442.0
85,445.0
12,372.0
78,438.0
85,445.0
13,373.0
14,374.0
48,408.0
58,418.0
15,375.0
40,400.0
82,442.0
76,436.0
46,406.0
25,385.0
35,395.0
41,401.0
56,416.0
89,449.0
75,435.0
65,425.0
27,387.0
59,419.0
80,440.0
15,375.0
69,429.0
8,368.0
50,410.0
84,444.0
47,407.0
35,395.0
27,387.0
54,414.0
69,429.0
11,371.0
72,432.0
81,441.0
94,454.0
71,431.0
39,399.0
53,413.0
79,439.0
45,405.0
39,399.0
0,360.0
6,366.0
90,450.0
16,376.0
70,430.0
56,416.0
98,458.0
14,374.0
51,411.0
43,403.0
22,382.0
81,441.0
81,441.0
92,452.0
9,369.0
14,374.0
49,409.0
94,454.0
42,402.0
75,435.0
88,448.0
29,389.0
31,391.0
51,411.0
25,385.0
100,460.0
18,378.0
95,455.0
54,414.0
12,372.0
92,452.0
40,400.0
83,443.0
92,452.0
49,409.0
37,397.0
8,368.0
3,363.0
92,452.0
35,395.0
61,421.0
78,438.0
13,373.0
41,401.0
37,397.0
2,362.0
23,383.0
63,423.0
0,360.0
94,454.0
7,367.0
54,414.0
54,414.0
0,360.0
65,425.0
89,449.0
31,391.0
83,443.0
20,380.0
91,451.0
33,393.0
49,409.0
16,376.0
29,389.0
98,458.0
98,458.0
3,363.0
80,440.0
64,424.0
93,453.0
8,368.0
7,367.0
20,380.0
40,400.0
83,443.0
56,416.0
6,366.0
65,425.0
38,398.0
33,393.0
89,449.0
46,406.0
7,367.0
5,365.0
31,391.0
37,397.0
59,419.0
61,421.0
8,368.0
54,414.0
66,426.0
80,440.0
88,448.0
74,434.0
88,448.0
70,430.0
96,456.0
6,366.0
48,408.0
17,377.0
76,436.0
55,415.0
33,393.0
32,392.0
18,378.0
73,433.0
64,424.0
82,442.0
70,430.0
36,396.0
26,386.0
60,420.0
40,400.0
80,440.0
38,398.0
37,397.0
54,414.0
21,381.0
11,371.0
89,449.0
4,364.0
25,385.0
44,404.0
58,418.0
15,375.0
100,460.0
79,439.0
92,452.0
69,429.0
17,377.0
22,382.0
41,401.0
91,451.0
26,386.0
59,419.0
87,447.0
40,400.0
47,407.0
13,373.0
59,419.0
88,448.0
35,395.0
16,376.0
52,412.0
7,367.0
68,428.0
19,379.0
57,417.0
92,452.0
95,455.0
70,430.0
68,428.0
18,378.0
19,379.0
33,393.0
90,450.0
18,378.0
88,448.0
74,434.0
84,444.0
58,418.0
94,454.0
95,455.0
93,453.0
59,419.0
16,376.0
68,428.0
6,366.0
36,396.0
47,407.0
91,451.0
100,460.0
98,458.0
62,422.0
38,398.0
31,391.0
65,425.0
14,374.0
23,383.0
34,394.0
6,366.0
54,414.0
28,388.0
66,426.0
39,399.0
78,438.0
29,389.0
5,365.0
19,379.0
27,387.0
6,366.0
67,427.0
91,451.0
37,397.0
96,456.0
13,373.0
51,411.0
35,395.0
85,445.0
95,455.0
6,366.0
60,420.0
20,380.0
61,421.0
12,372.0
91,451.0
9,369.0
30,390.0
28,388.0
64,424.0
94,454.0
36,396.0
87,447.0
63,423.0
38,398.0
69,429.0
83,443.0
7,367.0
76,436.0
20,380.0
48,408.0
56,416.0
32,392.0
70,430.0
64,424.0
13,373.0
73,433.0
6,366.0
51,411.0
71,431.0
